Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Male,60,0,1,0,197727.14,1
Germany,Female,37,108862.76,1,0,79555.08,1
France,Male,28,141099.43,1,1,15607.27,0
France,Female,67,128843.67,1,1,134612.48,0
France,Male,39,86843.61,0,1,159830.58,0
Germany,Female,32,120074.97,1,1,162961.79,0
France,Male,27,130231.8,1,1,192427.16,0
France,Female,31,0,1,0,92647.94,0
France,Male,39,109724.38,1,1,180022.39,0
Germany,Female,35,111743.43,1,1,183584.14,0
Germany,Male,35,121309.17,1,1,28750.67,0
France,Male,38,82697.28,1,0,74846.67,0
France,Female,49,44301.43,1,1,89729.3,1
France,Female,31,138317.94,0,0,61843.73,0
Germany,Male,49,120688.61,1,0,24770.22,1
France,Male,27,176913.52,1,0,80587.27,0
Spain,Male,47,89047.14,1,0,116286.25,0
Germany,Male,40,114318.78,1,0,129333.69,1
France,Female,50,0,1,0,129372.94,0
Germany,Female,32,94753.55,1,1,18149.03,0
Spain,Female,46,0,0,1,168369.37,0
France,Male,35,0,0,1,67431.28,0
Germany,Male,32,106520.73,1,0,177092.16,0
Spain,Male,37,134006.39,1,1,93736.69,0
Germany,Female,25,132837.7,1,0,131647.31,0
France,Female,41,120549.29,1,0,175722.31,0
France,Male,20,139432.55,1,1,85606.83,0
Spain,Male,29,80895.44,1,0,64945.57,0
Spain,Male,34,0,1,0,190347.72,0
Spain,Female,39,171646.76,0,1,100791.36,0
Spain,Male,42,109121.71,0,1,167873.49,0
France,Female,39,109844.81,1,0,25289.23,0
France,Female,31,140931.82,0,1,20388.77,0
Spain,Male,49,0,1,1,145089.64,0
France,Male,32,0,1,1,179093.26,0
Germany,Female,41,101543.51,1,0,16025.17,1
Germany,Male,37,102708.77,1,0,9087.81,0
Germany,Female,37,149000.91,1,1,21472.42,0
France,Male,20,83459.86,1,1,146752.67,0
France,Female,40,75893.11,1,0,132562.23,0
Germany,Female,39,167395.6,0,1,139537.43,0
France,Female,61,0,1,1,133672.61,0
Germany,Female,52,71283.09,0,1,38984.37,0
France,Female,31,0,1,1,115217.59,0
Spain,Male,60,0,1,1,93844.82,0
France,Female,38,104016.88,0,0,22068.83,1
France,Female,38,127616.56,1,0,123846.07,0
France,Male,32,154737.88,1,1,172638.13,0
Spain,Male,29,0,1,1,1591.19,0
France,Male,35,125476.31,1,1,91775.51,0
France,Female,21,176511.08,1,1,153920.22,0
Spain,Female,47,110783.28,1,1,71420.16,0
France,Male,42,141642.92,1,0,172149.76,0
France,Male,31,0,1,1,54706.75,0
Spain,Female,33,0,0,1,183358.21,0
Germany,Male,42,75681.52,1,1,57098,0
France,Male,54,0,1,0,156910.46,1
France,Male,29,0,1,1,130224.73,0
France,Male,35,161111.45,0,0,13946.66,0
France,Male,62,0,0,1,38652.96,0
France,Female,45,72494.69,0,1,140041.78,0
France,Female,31,133964.3,1,1,166187.1,0
Spain,Male,34,0,1,0,139919.38,0
France,Female,27,0,1,0,28137.03,0
France,Male,61,157201.48,0,1,50368.63,0
Spain,Female,48,95679.29,0,0,94978.1,0
Germany,Female,29,106230.92,1,1,69903.93,1
France,Female,32,0,0,1,177607.77,0
Germany,Female,36,81231.85,1,0,196731.08,0
France,Female,31,81480.27,1,1,65234.6,0
France,Male,33,73059.38,1,1,186281,0
France,Male,36,117559.05,1,1,111573.3,0
Germany,Female,74,186445.31,1,1,196767.83,0
Germany,Female,38,137657.71,1,0,72985.61,0
France,Male,36,133889.35,1,1,143265.65,0
Germany,Female,45,134562.8,1,1,159268.67,0
Germany,Female,56,100781.75,1,1,54448.41,0
France,Male,30,174356.13,0,0,31928.5,0
Germany,Male,27,190125.43,0,0,21793.59,0
France,Male,26,146266,1,0,21903.62,1
Germany,Male,41,164046.1,1,0,49405.93,0
Spain,Female,43,123536.52,0,0,154908.52,0
France,Male,36,0,1,1,182867.84,0
Spain,Female,38,171848.38,0,0,16957.45,0
France,Male,40,0,0,0,93717.55,0
France,Female,39,139562.05,1,0,61636.22,0
France,Male,37,0,0,1,95864.5,0
France,Male,40,168001.34,1,1,167400.29,0
France,Male,27,0,0,1,131534.96,0
Germany,Male,83,123356.63,0,1,92934.41,0
Spain,Male,47,0,1,1,119808.64,0
Germany,Male,50,125845.66,1,0,9439.31,1
Germany,Male,40,45408.85,1,0,18732.91,0
Germany,Female,37,125977.81,0,0,160162.42,0
Germany,Female,51,147262.11,1,1,53630.9,1
France,Male,42,133767.19,1,0,36405.21,0
Germany,Male,49,108806.96,1,0,61446.92,1
France,Male,42,106036.52,1,0,194686.78,1
Spain,Female,69,0,0,1,134483.07,0
France,Female,27,0,1,1,37769.98,0
France,Male,31,0,1,1,2382.61,0
Spain,Male,61,82182.1,1,0,106826.92,1
France,Female,35,0,1,0,39511.61,0
France,Male,50,76817,1,0,196371.13,1
Germany,Male,71,142550.25,1,1,122506.78,0
Spain,Female,41,0,1,1,61994.2,0
Germany,Male,35,103711.56,0,1,192464.21,1
Spain,Female,40,0,1,1,5194.95,0
Germany,Female,35,128369.75,1,0,198256.15,0
Spain,Male,35,0,1,1,62634.94,0
France,Male,34,0,1,1,114006.35,0
Germany,Male,19,166133.28,1,1,107994.99,0
Germany,Female,62,148214.36,1,0,48571.14,1
France,Female,78,121206.96,1,1,76016.49,0
Spain,Male,25,0,1,1,180808.39,0
Germany,Male,50,127552.85,1,0,4225.11,0
France,Male,49,159458.53,1,0,135841.35,0
Germany,Female,47,102085.72,1,1,183536.24,1
Germany,Male,58,142537.18,1,1,88791.83,0
Spain,Male,29,182781.74,1,1,63732.9,0
France,Male,45,0,1,0,1364.54,0
France,Male,29,0,1,1,149184.15,0
France,Female,28,0,1,0,53394.12,0
Germany,Female,43,152063.59,1,0,97910.06,0
France,Female,28,110997.76,1,0,101433.76,0
France,Male,50,148942,1,1,116944.3,0
France,Male,41,0,1,1,113267.48,0
Spain,Female,36,84438.57,1,1,181449.51,0
France,Female,34,93920.47,0,0,179913.98,0
France,Male,43,158713.08,0,0,98586.14,0
Spain,Male,42,0,0,1,120321.09,0
Germany,Male,63,123204.88,1,1,100538.8,0
France,Male,40,72945.29,1,0,98931.5,0
Spain,Male,37,178742.71,1,1,194493.57,0
France,Male,43,0,1,1,143628.31,0
Spain,Female,40,0,1,0,167030.51,0
France,Male,42,0,1,0,77786.37,1
France,Female,46,0,1,1,81014.5,1
France,Female,29,0,1,1,41866.26,0
Germany,Male,43,140121.17,1,0,11302.7,1
Germany,Male,39,132906.88,0,1,149384.43,0
Germany,Male,45,179334.83,1,1,169303.65,0
France,Male,35,137179.39,1,1,37264.11,0
Spain,Male,35,0,1,1,19515.48,0
France,Female,49,119960.29,1,0,103068.22,0
France,Male,29,127414.55,1,1,134459.12,0
France,Female,36,0,1,0,70496.66,0
France,Female,40,137409.19,1,0,175877.7,1
France,Male,28,0,1,0,106390.01,0
Spain,Female,39,0,1,1,52138.49,0
France,Male,43,0,0,0,18522.91,1
France,Male,31,112494.99,1,1,32231.6,0
France,Male,30,78133.15,0,1,174225.88,0
Spain,Female,36,0,1,0,102021.39,0
Spain,Female,32,145553.07,1,1,31484.76,0
Germany,Male,48,123593.22,1,0,82469.06,1
France,Female,47,0,0,0,110900.43,1
France,Female,26,146286.22,1,0,105105.35,0
Spain,Female,35,111827.27,1,0,12674.68,0
Spain,Female,26,0,1,1,93255.85,0
France,Male,70,94416.78,0,1,145299.5,0
Spain,Male,45,91549.78,1,1,47139.44,0
France,Female,38,59568.57,1,1,167723.25,0
France,Female,23,94464.81,0,1,185900.88,0
France,Female,57,0,0,0,85876.67,1
Germany,Male,44,95368.14,1,1,1787.85,0
Germany,Female,33,102185.42,1,0,23231.93,0
France,Male,32,144875.71,0,0,187740.04,0
Spain,Male,39,0,1,1,100060.54,0
France,Female,32,0,1,1,80130.54,0
Germany,Female,37,113291.05,1,1,132467.54,0
Spain,Male,61,0,1,1,96202.44,0
Spain,Female,39,0,1,0,94977.3,0
Germany,Male,43,111677.88,1,0,178827.3,1
Germany,Female,35,131101.04,1,1,192852.67,0
Germany,Male,52,76101.81,0,1,177238.35,0
Spain,Female,40,0,1,0,199753.97,0
France,Female,52,92510.9,0,1,66193.61,0
France,Female,34,0,1,1,181270.84,0
France,Male,39,77652.4,1,1,25407.59,0
France,Female,31,98360.03,0,0,20973.8,0
Germany,Female,46,115518.07,0,0,76544.9,1
Germany,Male,69,27288.43,1,1,110509.9,0
France,Female,36,0,1,0,164247.51,0
Spain,Female,43,0,0,0,105149.8,0
France,Male,36,0,1,1,55868.97,1
France,Male,31,131996.66,1,1,178747.43,0
Spain,Female,27,121580.42,0,1,134720.51,0
France,Male,55,132436.34,1,0,978.66,0
Spain,Male,34,0,0,1,183387.12,0
Germany,Female,46,107978.4,1,0,155876.06,0
Germany,Female,40,78119.59,1,0,119259.34,1
France,Male,26,98684.15,0,0,133720.57,0
France,Female,44,0,1,0,170634.49,0
Spain,Female,53,0,1,0,125692.07,1
Germany,Female,43,129264.05,0,0,19150.14,0
Germany,Male,37,131753.41,1,0,86894.67,0
Spain,Female,33,0,1,0,57975.8,0
Spain,Female,27,0,1,1,82938.99,0
Germany,Male,26,57422.62,1,1,79189.4,0
France,Female,28,0,0,1,5177.62,0
France,Male,34,144094.2,1,0,44510.26,0
France,Male,33,147510.34,1,0,190611.92,0
Spain,Female,28,161592.76,1,0,177834.79,0
France,Female,40,0,1,1,119446.64,0
Spain,Female,72,0,1,1,50267.69,0
Spain,Female,53,75225.53,0,0,144849.1,1
Spain,Female,39,0,0,0,81901.6,0
France,Female,70,87542.89,1,1,42576.86,0
France,Female,32,144581.96,1,1,87609.5,0
France,Male,33,122568.05,1,1,82820.85,0
Spain,Female,24,172231.93,0,1,155144.12,0
Germany,Female,28,171932.26,1,1,9578.24,0
France,Male,39,0,1,1,170392.59,0
Spain,Female,34,0,0,0,3946.29,0
Germany,Male,38,111798.06,1,1,102184.66,0
France,Male,38,0,1,0,75609.84,0
France,Female,27,79336.61,1,1,26170.08,0
Germany,Male,63,120916.52,0,0,144727.45,1
France,Female,31,142905.51,1,1,58134.97,0
Spain,Male,27,0,0,0,94620,1
France,Female,33,96834.78,1,0,108764.69,0
France,Male,37,105261.76,1,1,149503.54,0
Germany,Male,54,123544,1,1,120314.75,1
Germany,Male,41,127913.71,1,1,44205.95,0
Spain,Female,28,95328.6,1,0,6129.61,1
France,Male,30,73218.89,0,1,126796.69,0
France,Female,41,0,0,1,27509.52,1
Germany,Male,35,149995.72,1,0,42143.55,0
Germany,Male,28,123674.28,1,1,87985.2,0
Germany,Male,33,124125.26,1,0,81884.8,0
Spain,Male,29,159035.45,1,0,2705.31,1
France,Male,27,0,1,0,30546.4,0
France,Male,27,156811.74,1,1,149402.59,0
France,Male,52,0,1,1,118429.02,0
Spain,Female,55,0,1,1,58442.25,0
France,Male,39,150555.83,1,0,30414.17,0
France,Male,28,109137.12,1,1,58814.41,0
France,Male,36,158351.02,1,0,155304.53,0
France,Female,47,0,1,0,187943.6,0
Spain,Male,35,0,1,1,43036.6,0
France,Male,40,0,0,1,26543.28,0
Spain,Female,46,0,1,0,171928.04,0
France,Male,24,0,0,1,35611.35,0
France,Male,39,0,1,0,19047.23,0
France,Female,56,0,1,1,39820.13,0
France,Male,52,0,1,0,129013.59,1
Spain,Male,36,82729.49,1,0,113810.12,0
Germany,Female,45,142765.24,1,0,34749.65,0
France,Female,25,121172.97,1,1,56268.98,0
Germany,Female,28,132932.14,1,1,46630.47,0
France,Male,22,123374.46,1,1,124906.59,0
Germany,Female,74,161371.5,1,1,134869.93,0
Spain,Male,45,0,0,0,36697.48,1
France,Male,51,79563.36,1,1,172200.91,0
France,Male,46,0,1,0,137136.46,0
Germany,Female,48,138232.24,1,0,57594.78,0
France,Female,41,0,0,0,36548,1
Germany,Female,53,81571.05,1,0,182960.46,1
Spain,Male,35,0,0,0,42117.9,0
France,Female,33,95927.04,1,0,199478.05,0
Spain,Male,35,116932.59,1,0,91092.84,0
France,Male,40,0,1,0,14090.4,1
France,Female,36,79551.12,0,1,178267.07,0
Germany,Male,30,116416.94,0,1,85808.22,0
Spain,Male,37,88141.1,1,0,109659.12,0
France,Male,32,177729.13,1,1,161642.08,0
Spain,Female,32,0,1,1,3830.59,0
Spain,Male,32,123912.78,1,1,146636.44,0
France,Female,33,0,1,1,144413.92,1
France,Male,80,0,1,1,65801.44,0
France,Female,35,108306.44,1,1,192486.24,0
Germany,Female,48,102962.62,1,0,120852.85,1
France,Female,36,103502.22,1,1,146191.82,0
Germany,Male,43,119654.44,0,1,148412.24,1
France,Male,33,183768.47,1,0,164119.35,0
France,Male,37,0,1,0,163457.55,0
France,Female,25,0,0,1,144978.47,0
France,Female,52,140900.97,1,1,67288.89,0
Germany,Female,25,94049.92,1,0,103269,0
Spain,Female,27,98926.4,1,1,106969.98,0
Germany,Male,18,142872.36,1,1,117632.63,0
Spain,Male,29,46057.96,1,1,189777.66,0
France,Female,48,119769.77,0,1,66032.65,0
France,Female,44,143244.97,1,0,98661.27,0
France,Male,28,79562.98,1,1,74687.37,0
France,Male,69,0,0,1,149604.18,0
France,Male,41,0,1,1,79888.78,0
Spain,Male,26,96659.64,1,1,138775.69,0
France,Male,29,0,1,0,154695.57,0
France,Female,26,165947.99,0,1,168834.38,0
France,Male,33,92676.3,1,0,105817.63,0
France,Male,45,83195.12,1,1,48682.1,0
France,Male,48,129387.94,0,1,147955.91,1
France,Female,28,0,1,1,56185.98,0
Spain,Male,38,130233.14,1,1,81861.1,0
France,Female,32,123502.53,1,1,69826.8,0
Germany,Male,37,140894.06,1,1,118059.19,0
Germany,Male,44,163867.86,1,1,112333.22,0
France,Female,27,0,1,0,14546.76,0
Germany,Female,18,93816.7,1,0,126172.11,0
Spain,Female,40,0,1,0,3560,0
France,Male,35,0,1,1,88878.15,0
France,Female,32,114668.89,1,0,84605,0
Germany,Male,38,146756.68,1,0,78268.61,0
France,Female,46,150213.71,1,0,120668.46,1
Germany,Male,18,111183.53,0,1,10063.75,0
France,Female,40,99816.46,1,1,163989.66,1
France,Male,34,0,1,0,60584.33,0
France,Female,41,0,1,1,94170.84,0
France,Male,41,0,0,0,167181.77,0
France,Female,60,0,1,1,38914.51,0
France,Male,29,0,1,1,91196.67,0
Germany,Female,45,86714.06,1,0,85869.89,1
Spain,Male,52,0,1,0,57337.79,0
Spain,Male,41,132838.07,1,1,175347.28,0
Germany,Female,42,128707.31,1,0,63092.65,1
France,Male,40,0,1,0,109742.55,0
France,Male,29,0,1,0,124489.88,0
France,Male,29,123192.12,1,1,56971.41,1
Germany,Male,46,115248.11,1,0,130752.01,1
France,Male,38,59360.77,1,1,191457.06,0
Spain,Male,37,0,1,1,96442.86,0
France,Female,35,112668.7,0,1,122584.29,0
Germany,Female,37,138503.51,1,0,57215.85,0
Spain,Male,57,0,1,1,195940.96,0
France,Male,29,0,1,1,105448.74,0
France,Female,34,0,1,1,37870.29,0
France,Male,43,0,1,0,52534.81,0
Spain,Male,36,157267.95,1,0,141533.19,0
France,Female,40,133871.05,1,1,50568.02,0
Germany,Male,31,141989.27,1,0,26116.82,0
France,Female,41,0,1,1,152054.33,0
France,Male,38,0,1,0,1528.4,0
France,Female,29,46388.16,1,0,127939.26,1
Germany,Female,72,148666.99,1,0,2605.65,1
Germany,Male,34,115101.5,0,0,57841.89,1
Germany,Male,67,148363.38,1,1,186995.17,0
Spain,Male,46,0,1,0,5549.11,1
Spain,Female,39,144102.32,1,1,11682.36,0
France,Male,41,128876.71,1,1,106939.34,1
Germany,Male,36,118448.15,1,0,53172.02,0
France,Male,39,0,1,1,114388.98,0
France,Male,28,0,0,1,2151.17,0
Spain,Male,42,0,0,1,183492.9,0
France,Female,38,135979.01,1,1,76582.95,1
France,Male,37,117271.8,1,0,104217.96,1
France,Male,29,0,1,0,8982.75,0
France,Male,33,0,0,0,9984.4,0
Spain,Female,30,0,1,0,19500.1,0
France,Male,35,129205.49,1,1,79146.36,0
Spain,Female,41,0,1,0,191694.77,1
Spain,Male,18,0,0,1,59645.24,1
Germany,Male,35,104015.54,1,1,55207.88,0
Spain,Male,37,0,1,0,166177.3,0
France,Female,30,0,0,0,136356.97,0
Germany,Female,42,103873.39,1,0,148611.52,0
Germany,Female,52,112383.03,1,0,85516.37,1
France,Male,34,117731.79,0,1,55120.79,0
Germany,Male,45,135827.33,1,1,131778.58,0
France,Male,38,114135.17,1,0,153269.98,0
France,Female,28,0,1,1,164864.67,0
France,Male,62,118756.62,1,1,20367.68,0
Spain,Male,34,98382.72,1,0,39542,0
Germany,Male,41,100520.92,1,1,19412.8,1
Spain,Female,35,79858.13,1,1,127977.66,0
France,Female,20,0,0,1,20508.85,0
Germany,Female,76,95052.29,1,0,176244.87,0
Germany,Male,42,177728.55,1,0,105013.63,0
France,Male,71,83116.68,1,1,27597.76,0
Germany,Male,34,111565.91,1,1,121073.23,0
Spain,Male,40,83015.71,1,0,101089.76,0
Germany,Female,28,124511.01,0,0,114258.18,0
France,Female,67,130652.52,0,1,22762.23,0
France,Male,55,0,1,1,7008.65,0
France,Male,61,0,1,1,81299.17,0
France,Male,37,121854.45,1,0,147521.35,0
France,Male,26,0,1,1,6177.83,0
France,Male,35,86893.28,0,0,59374.82,0
Germany,Female,32,79523.13,0,1,157648.12,0
Germany,Female,55,131033.76,0,1,75685.59,1
France,Female,33,89939.62,1,0,136540.09,0
Germany,Female,59,95727.05,0,0,97939.4,1
France,Male,39,0,0,1,36267.21,0
France,Male,31,155047.56,1,1,186064.34,0
France,Female,29,0,0,0,176152.7,0
France,Male,44,118569.03,0,0,82117.2,0
France,Male,28,0,1,1,151925.25,0
Spain,Male,44,0,1,0,142287.65,0
France,Female,35,0,1,0,36557.55,0
France,Male,40,0,0,1,129975.34,0
Spain,Male,37,130461.02,1,0,21967.15,0
France,Male,36,0,1,0,53477.76,0
France,Male,33,0,0,0,178067.33,1
France,Female,37,0,0,1,171039.56,0
Spain,Female,47,0,1,0,150802.41,1
Spain,Male,35,61172.04,0,0,82951.12,0
Germany,Female,35,90194.34,1,0,57064.57,0
France,Female,24,95508.2,1,1,45755,0
Germany,Male,35,99967.76,1,1,176882.08,0
Spain,Male,37,101470.29,0,1,88838.14,0
Germany,Female,33,70541.06,0,0,88592.8,0
France,Male,31,112211.61,1,0,26261.42,0
France,Female,47,154543.98,1,0,29586.73,0
France,Female,40,111098.85,1,1,172321.21,1
Germany,Female,44,131873.07,1,1,158036.72,1
Spain,Male,27,137275.36,0,1,115733.16,0
Spain,Male,31,153316.14,1,0,59927.99,0
France,Female,22,0,1,1,44377.65,0
Spain,Male,44,121250.04,0,1,79691.4,0
France,Male,31,109578.04,1,1,51503.51,0
France,Female,37,53573.18,1,0,62830.97,0
Germany,Female,34,58003.41,1,0,90346.1,0
France,Female,31,113000.66,1,0,40467.82,0
France,Male,27,0,1,0,51620.94,0
France,Female,49,0,0,0,65466.93,1
Germany,Female,40,139973.65,1,1,667.66,1
France,Female,31,151290.16,1,1,172437.12,0
Germany,Female,50,121498.11,0,1,106061.47,1
Spain,Female,32,103515.39,1,1,177622.38,0
France,Female,35,0,1,0,191520.5,0
France,Male,34,0,1,1,95686.6,0
Spain,Male,38,106687.76,1,0,173776.5,0
France,Female,41,0,1,1,113089.43,0
France,Female,35,0,1,1,149614.81,0
France,Female,31,106089.2,0,0,99537.68,0
Spain,Male,71,69608.14,1,0,97893.4,1
France,Male,31,0,0,1,90.07,0
Germany,Female,40,96202.32,0,0,161154.85,0
France,Female,38,0,1,1,332.81,0
Spain,Male,33,0,1,0,66285.18,0
France,Male,33,127818.52,1,0,163477.22,0
France,Female,40,0,1,0,170332.67,1
Germany,Male,58,137318.42,1,1,126144.96,0
Spain,Male,34,0,0,0,53437.1,0
France,Female,40,55776.39,1,0,26920.43,0
Germany,Male,32,84421.62,0,1,52314.71,0
France,Male,32,83161.65,1,1,116885.59,0
France,Female,39,0,1,1,126263.97,0
Germany,Male,42,87807.29,1,1,64613.81,0
France,Female,30,0,1,0,89216.29,0
France,Female,39,0,0,0,83419.15,0
Spain,Male,39,0,1,1,123998.52,0
Germany,Male,40,95293.86,0,1,96985.58,0
Germany,Male,30,92847.59,1,0,146154.06,0
France,Male,30,0,1,1,18471.86,0
Spain,Male,35,0,1,0,95009.6,0
France,Male,37,0,0,1,121175.86,0
Spain,Male,34,0,1,1,77047.78,0
France,Male,37,0,1,0,158049.9,0
France,Female,32,0,1,0,147040.25,0
Germany,Male,78,68345.86,1,1,142566.75,0
Germany,Male,28,76656.4,1,1,185483.24,0
France,Male,62,0,0,0,155870.82,0
France,Male,31,0,1,1,121555.51,0
Spain,Male,39,60374.98,1,0,40223.74,0
France,Female,34,0,1,1,75503.6,0
Germany,Male,33,88046.88,0,1,186942.49,1
Spain,Male,29,0,0,0,117173.8,0
France,Male,19,0,1,0,3453.4,0
France,Male,36,0,1,0,48876.84,0
Spain,Female,63,129968.67,1,1,11830.53,0
Germany,Female,39,157731.6,1,0,162820.6,0
France,Male,32,0,0,1,36540.63,0
France,Male,33,89276.48,1,0,6959,0
France,Male,45,138825.19,0,0,10828.78,0
France,Male,63,103729.79,1,1,80272.06,0
France,Female,31,75499.24,1,0,22184.14,0
France,Male,68,169445.4,1,1,186335.07,0
France,Female,57,111359.55,1,0,105715.01,0
France,Female,34,142388.61,0,1,68393.64,1
France,Male,42,123311.39,1,1,82868.34,0
Spain,Male,52,115532.52,1,0,196257.67,0
Germany,Female,51,167273.71,0,0,93439.75,1
France,Male,25,77886.53,1,0,150319.49,0
Germany,Male,37,135795.63,0,1,46523.6,0
France,Male,32,97514.07,1,1,199138.84,0
Germany,Male,51,127545.56,0,0,79559.02,1
France,Male,49,106160.37,0,0,116893.87,0
France,Female,23,0,1,0,153983.99,0
Spain,Female,36,143680.47,1,1,63531.19,0
Spain,Male,38,124483.53,1,0,126253.31,0
Spain,Female,31,86006.3,1,1,73922.95,0
Germany,Female,43,111094.05,1,1,64679.3,0
France,Male,22,0,1,0,157072.91,0
Spain,Male,36,0,0,1,108377.82,0
France,Female,30,0,1,0,88827.31,0
France,Female,41,115171.71,1,1,37674.47,0
Germany,Female,22,111543.26,0,0,106327.85,0
France,Female,57,137936.94,1,1,84475.13,0
Germany,Female,37,122304.65,0,0,33998.7,0
Germany,Male,41,120586.54,0,1,20491.15,0
France,Male,32,0,1,1,197827.06,0
France,Male,40,46520.69,1,1,96687.25,0
Spain,Female,56,105473.74,1,1,46044.7,0
Spain,Female,34,0,1,0,98949.85,0
Germany,Male,39,115730.71,1,1,185599.34,1
Spain,Male,30,145396.49,0,1,198341.15,0
Spain,Male,62,131078.42,1,0,119348.76,1
Germany,Female,47,128298.74,0,0,149614.17,1
France,Female,40,165526.71,1,0,12328.08,0
France,Female,38,83714.41,1,1,33245.97,0
France,Female,36,0,1,1,2243.41,0
France,Male,32,125540.05,0,0,86786.41,0
France,Male,41,100254.76,1,1,12706.67,0
France,Female,36,0,1,0,41295.1,1
Spain,Male,43,138150.57,1,1,177357.16,0
France,Female,45,0,0,1,190663.89,1
Germany,Female,43,95984.21,0,1,115262.54,1
France,Male,23,0,1,1,170099.23,0
Germany,Male,38,136858.42,0,1,189143.94,0
Germany,Male,29,102609,1,0,163257.44,0
Spain,Male,39,0,0,1,95562.81,0
France,Male,64,0,1,1,75272.63,0
Germany,Male,70,77356.92,1,1,20881.96,0
France,Female,32,110923.15,1,1,161845.81,1
Spain,Male,78,151675.65,0,1,49978.67,0
Spain,Male,22,0,1,0,107292.91,0
France,Male,37,0,0,0,32863.24,1
France,Female,25,0,1,0,179608.96,0
Germany,Female,29,80204.11,1,0,70223.22,0
France,Male,35,0,1,0,77951.84,0
France,Male,45,0,1,1,55043.93,0
Germany,Male,32,115587.49,0,1,101677.46,0
Germany,Male,46,106968.96,1,1,79366.98,1
France,Male,36,0,1,1,8037.03,0
Germany,Female,41,139659.04,1,1,176254.12,0
Germany,Female,69,86038.21,0,0,192743.06,1
Germany,Male,24,102773.2,1,0,56793.02,1
France,Female,35,0,1,1,187900.12,0
France,Female,51,70754.18,1,1,92920.04,1
France,Male,59,122781.51,0,1,140166.95,0
France,Male,21,0,1,1,155782.89,0
Germany,Male,68,153545.11,1,1,186574.68,0
Spain,Male,40,121629.22,1,1,3258.6,0
Germany,Male,36,167983.17,1,1,106714.28,0
Spain,Female,43,81153.82,1,1,144532.85,1
France,Male,35,99760.84,1,1,13591.52,0
Germany,Female,43,125890.72,1,1,74854.97,0
France,Female,27,0,1,0,125451.01,0
France,Male,31,119148.55,0,0,149740.22,0
Germany,Female,60,72948.58,1,1,17355.36,0
Germany,Male,21,133974.36,1,0,50294.09,0
